,1.1.1) Internet users,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
393,88.6,24.84,74087.0,99.3,99.2,96.05,2.0,2.0,100.0,100.0,55.8,0.831,1.113,3.34,5003.0,4682.0,4.0,2.0,2.0,2.0,3.0,90.0,68.2,2.0,95.7,9.7,3.0,1.0,2.0,54.0,46.0,32.0,34.0,48.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,4.6,34.4,100.0,87.0,2.0,3.0,52.0,6.4,0.7,80.2,72.1,67.3,422035.0
394,94.5,35.87,127851.0,99.3,99.3,96.3,2.0,2.0,99.9,91.8,67.9,1.287,1.113,3.34,5005.0,4480.0,4.0,2.0,2.0,2.0,3.0,72.0,68.2,2.0,95.7,9.7,3.0,2.0,2.0,46.0,50.0,38.0,44.0,54.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,4.4,34.4,100.0,100.0,1.9,3.1,52.0,6.4,0.8,92.4,90.6,96.8,473070.0
395,19.0,5.33,14443.0,86.0,46.0,16.0,1.0,0.0,90.6,61.9,29.9,1.22,5.023,5.86,2236.0,7124.0,2.0,2.0,1.0,2.0,1.0,87.5,27.7,0.0,58.7,5.1,0.0,1.0,2.0,46.0,50.0,26.8,50.0,54.2,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,203.6,33.5,71.41,32.6,3.1,4.4,30.0,4.5,0.3,14.0,34.0,4.0,1793199.0
396,22.1,5.69,19565.0,87.0,87.0,27.0,1.0,0.0,89.65,63.25,35.0,1.12,6.05,5.04,2804.0,6720.0,2.0,2.0,1.0,2.0,1.0,92.0,24.0,0.0,58.7,5.1,0.0,0.0,2.0,46.0,50.0,36.0,44.0,65.7,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,207.9,33.5,70.79,32.6,3.1,4.3,32.0,4.4,0.3,12.4,30.0,4.0,1642805.0
397,11.8,6.92,18909.0,88.0,72.0,67.0,2.0,0.0,89.64,64.4,36.4,0.987,7.579,6.26,2768.0,7774.0,2.0,3.0,1.0,2.0,2.0,87.5,24.0,0.0,59.1,5.2,2.0,0.0,2.0,67.9,51.8,26.8,26.8,70.5,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,212.2,33.5,71.09,20.3,3.1,4.3,32.0,4.5,0.4,17.1,22.0,6.0,1829673.0
398,11.8,8.72,18909.0,88.7,73.0,68.6,2.0,0.0,90.9,68.9,33.3,1.086,7.579,6.26,2737.0,7846.0,4.0,3.0,1.0,2.0,2.0,98.0,33.7,0.0,59.1,5.2,1.0,0.0,2.0,54.0,52.0,38.0,50.0,54.2,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,216.6,33.5,71.09,20.3,3.0,4.2,33.0,4.6,0.4,17.1,34.0,10.0,1811365.0
399,34.1,9.18,71587.0,88.8,76.6,68.73,2.0,0.0,91.0,72.3,35.3,0.503,7.579,6.26,2770.0,7657.0,4.0,1.0,1.0,2.0,2.0,88.0,33.7,0.0,59.1,5.2,1.0,0.0,2.0,56.0,68.0,30.0,50.0,72.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,220.9,33.5,71.09,20.3,3.0,4.2,32.0,4.7,0.4,17.1,34.0,12.0,1760870.0
400,52.7,10.75,62990.0,96.0,79.0,10.0,2.0,1.0,97.9,78.0,78.0,2.169,1.962,1.58,2773.0,5768.0,4.0,1.0,1.0,1.0,3.0,86.5,47.2,2.0,95.0,9.9,1.0,1.0,2.0,69.2,61.5,51.9,34.6,64.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,50.4,96.77,42.4,2.3,7.2,39.0,6.5,0.5,51.2,50.0,51.0,316168.0
401,53.9,18.87,83027.0,96.0,92.67,11.0,2.0,1.0,100.0,81.57,75.8,2.169,1.873,2.0,2644.0,6502.0,4.0,1.0,1.0,1.0,3.0,86.5,43.0,2.0,95.0,10.0,1.0,1.0,2.0,69.2,61.5,51.9,34.6,64.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.1,49.9,100.0,51.2,2.2,7.1,38.0,6.5,0.5,54.0,55.0,53.0,429931.0
402,64.3,30.06,82452.0,96.0,95.0,33.0,2.0,1.0,99.79,77.14,80.2,2.169,1.741,1.86,2619.0,5193.0,2.0,1.0,1.0,1.0,3.0,86.5,43.0,2.0,95.0,9.9,1.0,1.0,2.0,69.2,61.5,51.9,34.6,64.4,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.2,49.2,100.0,58.9,1.8,7.1,37.0,6.5,0.6,60.0,59.0,51.0,441163.0
403,72.4,60.38,82452.0,96.0,95.0,33.0,2.0,1.0,100.0,77.1,70.0,2.169,1.741,1.86,2611.0,5990.0,4.0,1.0,1.0,1.0,3.0,86.5,50.4,2.0,95.0,10.2,1.0,1.0,2.0,69.2,61.5,51.9,34.6,64.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.2,49.2,100.0,58.9,1.8,7.1,37.0,6.5,0.6,61.8,50.0,51.0,540220.0
404,70.7,82.28,82452.0,96.0,95.0,49.0,2.0,2.0,99.8,76.7,70.7,2.033,1.741,1.86,2720.0,5913.0,4.0,1.0,1.0,2.0,2.0,88.0,50.4,2.0,95.4,10.2,1.0,1.0,2.0,52.0,40.0,30.0,20.0,42.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,4.3,49.2,100.0,58.9,1.9,7.1,36.0,6.5,0.7,63.6,58.0,61.0,574463.0
405,6.7,5.06,12646.0,89.0,60.0,35.0,0.0,1.0,74.35,27.48,31.2,9.921,16.221,8.94,8629.0,5884.0,3.0,0.0,1.0,1.0,1.0,85.9,45.1,0.0,63.4,4.3,1.0,2.0,2.0,52.4,49.5,31.2,29.7,54.7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,8.3,41.9,49.4,20.2,2.2,6.0,25.0,6.2,0.1,7.9,56.6,49.5,15000.0
406,8.8,5.45,48979.0,89.0,60.9,35.0,0.0,1.0,76.7,33.93,30.8,9.921,14.044,4.11,8456.0,5684.0,3.0,0.0,1.0,1.0,1.0,85.9,58.4,0.0,63.4,4.6,1.0,2.0,2.0,52.4,49.5,31.2,29.7,54.7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,8.4,41.9,54.4,21.7,2.2,6.0,28.0,6.5,0.2,9.6,57.5,50.6,17000.0
407,11.0,6.7,41973.0,89.0,64.35,50.0,0.0,1.0,79.3,44.91,32.3,11.266,14.496,4.25,8500.0,5710.0,3.0,0.0,1.0,1.0,1.0,85.9,58.4,0.0,63.4,4.6,1.0,2.0,2.0,52.4,49.5,31.2,29.7,54.7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.6,41.9,58.97,19.2,2.2,6.0,29.0,6.2,0.3,11.2,56.6,49.5,18000.0
408,11.0,9.62,41973.0,89.0,64.35,50.0,0.0,2.0,81.03,50.42,46.2,9.412,14.496,4.25,8430.0,5526.0,3.0,0.0,2.0,1.0,1.0,94.3,59.7,0.0,63.4,4.6,2.0,2.0,2.0,57.5,50.9,35.1,29.7,55.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,8.8,41.9,58.97,18.4,2.1,6.0,28.0,6.2,0.3,11.2,60.8,54.1,18000.0
409,11.0,8.12,41973.0,89.0,64.35,50.0,0.0,1.0,82.09,55.46,46.3,4.257,14.496,4.25,8432.0,5497.0,3.0,0.0,1.0,1.0,1.0,85.9,59.7,0.0,63.4,4.6,1.0,4.0,2.0,52.4,49.5,31.2,31.7,54.7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,8.9,41.9,58.97,18.4,2.2,6.0,28.0,6.3,0.3,11.2,65.4,58.7,18000.0
410,22.8,7.65,16822.0,95.36,66.0,40.0,2.0,0.0,99.8,97.8,41.6,0.33,3.077,6.11,3826.0,4917.0,4.0,3.0,2.0,2.0,3.0,92.0,43.8,2.0,95.6,8.5,3.0,1.0,2.0,48.0,34.0,24.0,20.0,58.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,6.8,47.9,98.4,42.4,2.3,6.3,27.0,5.6,0.4,49.7,53.0,54.0,215135.0
411,22.5,8.4,21311.0,96.8,95.4,40.0,2.0,0.0,99.82,98.6,38.6,0.33,2.356,5.1,3539.0,5006.0,4.0,3.0,2.0,2.0,3.0,92.0,41.0,2.0,94.7,8.4,3.0,1.0,2.0,48.0,34.0,24.0,20.0,58.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,6.9,48.8,99.3,21.6,2.2,6.3,30.0,5.6,0.5,53.4,53.0,54.0,246660.0
412,20.4,32.23,19074.0,98.24,95.97,58.09,2.0,0.0,100.0,97.42,85.9,3.923,2.377,5.15,3381.0,4659.0,4.0,3.0,2.0,2.0,3.0,92.0,41.0,2.0,94.7,8.4,3.0,1.0,2.0,48.0,34.0,24.0,20.0,58.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,46.2,100.0,21.6,2.1,6.3,29.0,5.6,0.5,61.1,59.0,57.0,290264.0
413,24.4,54.67,19074.0,98.8,97.7,80.8,2.0,0.0,100.0,98.2,48.5,1.518,2.377,5.15,3306.0,4273.0,4.0,3.0,2.0,2.0,3.0,92.0,50.5,2.0,94.0,8.4,3.0,1.0,2.0,48.0,34.0,24.0,20.0,58.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,7.1,46.2,100.0,21.6,2.1,6.2,29.0,5.6,0.5,65.0,64.0,65.0,320700.0
414,28.3,35.13,19074.0,98.97,98.11,96.6,2.0,0.0,99.8,99.1,49.8,1.711,2.377,5.15,3236.0,4091.0,4.0,3.0,2.0,2.0,3.0,96.0,50.5,2.0,94.0,8.4,3.0,2.0,2.0,52.0,48.0,38.0,24.0,58.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,7.1,46.2,100.0,21.6,2.0,6.2,28.0,5.6,0.6,68.5,70.0,66.0,320700.0
415,23.2,11.19,32044.0,74.86,70.8,44.0,2.0,2.0,96.0,70.2,75.2,3.6,2.675,2.08,3596.0,6744.0,2.0,2.0,1.0,2.0,3.0,81.1,43.1,2.0,94.2,9.1,3.0,1.0,2.0,52.0,43.4,25.0,19.2,51.9,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,31.5,43.6,94.2,49.1,2.1,6.6,36.0,6.0,0.5,40.9,49.0,32.0,1999459.0
416,26.4,12.24,33987.0,74.86,70.8,44.02,2.0,2.0,96.68,89.2,73.1,1.85,2.619,2.56,3226.0,6241.0,2.0,3.0,1.0,2.0,3.0,90.0,41.0,2.0,94.2,9.2,3.0,1.0,2.0,52.0,62.0,56.0,30.0,64.6,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,31.8,43.3,94.8,49.1,2.0,6.6,35.0,6.0,0.5,45.5,49.0,32.0,2120762.0
417,28.2,20.05,34040.0,82.89,73.94,52.24,2.0,2.0,96.68,89.2,52.0,1.793,2.733,2.98,2908.0,6080.0,2.0,2.0,1.0,2.0,2.0,81.1,41.0,2.0,94.1,9.2,3.0,1.0,2.0,75.5,43.4,35.8,26.4,72.5,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,32.2,42.8,95.2,37.1,2.0,6.5,37.0,6.1,0.6,50.5,56.0,42.0,2310217.0
418,29.8,29.28,34040.0,82.89,73.94,52.24,2.0,2.0,99.2,86.7,56.5,1.66,2.733,2.98,2770.0,4583.0,4.0,3.0,1.0,2.0,2.0,94.0,47.8,2.0,94.4,9.2,3.0,1.0,2.0,56.0,58.0,40.0,36.0,56.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,32.7,42.8,95.2,74.2,2.1,6.6,35.0,6.2,0.6,55.1,62.0,44.0,2536077.0
419,35.9,33.81,34040.0,82.89,73.94,52.24,2.0,2.0,100.0,86.3,59.9,1.716,2.733,2.98,2602.0,4033.0,4.0,3.0,2.0,2.0,2.0,84.6,47.8,2.0,94.4,9.2,3.0,3.0,2.0,53.8,51.9,25.0,19.2,51.9,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,33.2,42.8,95.2,77.1,2.1,6.6,36.0,6.2,0.7,60.0,65.0,50.0,2536077.0
420,36.1,8.64,23803.0,99.0,78.0,39.0,2.0,2.0,93.6,67.4,35.6,2.02,6.982,7.79,5015.0,4440.0,2.0,1.0,1.0,2.0,2.0,98.0,35.7,2.0,98.2,9.3,2.0,2.0,2.0,50.0,42.0,28.0,24.0,43.8,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,103.7,44.4,92.3,39.7,2.5,6.8,35.0,5.8,0.5,36.0,48.0,53.0,2900000.0
421,39.1,12.87,17903.0,99.0,93.0,80.0,2.0,2.0,98.35,82.62,40.4,1.95,2.19,7.32,5007.0,4563.0,2.0,1.0,1.0,2.0,2.0,94.0,40.0,2.0,98.2,9.3,3.0,1.0,2.0,48.0,62.0,44.0,34.0,54.5,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,105.2,44.4,93.0,25.9,2.6,6.9,35.0,5.8,0.6,55.5,48.0,56.0,2985452.0
422,42.7,19.58,18841.0,99.0,93.0,80.0,2.0,2.0,97.68,80.09,38.4,1.844,2.017,6.74,5009.0,4544.0,2.0,1.0,1.0,2.0,2.0,98.0,40.0,2.0,98.2,9.4,1.0,1.0,2.0,50.0,54.0,42.0,40.0,43.8,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,106.7,44.4,94.86,55.5,2.5,6.7,34.0,5.8,0.7,60.1,52.0,53.0,3399291.0
423,42.7,23.69,18841.0,99.0,93.0,80.0,2.0,2.0,95.7,95.0,39.4,1.357,2.017,6.74,5125.0,3792.0,4.0,2.0,1.0,2.0,2.0,98.0,48.6,2.0,98.2,9.4,2.0,1.0,2.0,54.0,44.0,46.0,24.0,56.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,108.1,44.4,94.86,55.5,2.5,6.7,36.0,5.8,0.7,60.1,50.0,57.0,3919713.0
424,17.7,25.83,18841.0,99.0,93.0,80.0,2.0,2.0,99.8,93.4,46.1,1.528,2.017,6.74,5022.0,3619.0,4.0,0.0,2.0,2.0,3.0,86.0,48.6,2.0,98.2,9.4,3.0,1.0,2.0,50.0,42.0,28.0,38.0,44.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,109.6,44.4,94.86,66.3,2.5,6.6,34.0,5.8,0.7,43.0,65.0,67.0,4178822.0
425,75.8,30.92,23200.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,50.7,0.284,0.715,1.19,2574.0,2160.0,2.0,3.0,2.0,2.0,2.0,92.0,65.2,2.0,99.8,12.2,1.0,3.0,2.0,16.0,18.0,20.0,20.0,62.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,38.0,31.2,100.0,81.0,1.6,7.1,63.0,7.0,0.6,68.0,78.0,76.0,7265546.0
426,80.4,37.8,23701.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,50.3,0.284,0.72,1.2,2564.0,2212.0,2.0,3.0,2.0,2.0,3.0,88.0,78.0,2.0,99.8,12.3,3.0,3.0,2.0,24.0,48.0,36.0,28.0,74.4,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,38.0,29.7,100.0,81.0,1.7,6.8,62.0,7.1,0.7,73.3,78.0,72.0,7327918.0
427,81.9,50.61,22886.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,52.3,0.284,0.249,1.74,2540.0,2284.0,2.0,3.0,2.0,2.0,3.0,92.0,78.0,2.0,99.8,12.3,3.0,3.0,2.0,30.0,40.0,20.0,26.0,69.4,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,37.9,29.7,100.0,100.0,1.7,6.7,60.0,7.2,0.8,76.0,82.0,76.0,7630957.0
428,84.2,70.22,22886.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,62.0,0.284,0.249,1.74,2533.0,2235.0,4.0,3.0,2.0,2.0,3.0,86.0,82.8,2.0,99.8,12.3,3.0,3.0,2.0,16.0,34.0,40.0,32.0,62.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,37.9,29.7,100.0,100.0,1.6,6.7,60.0,7.2,0.8,77.5,78.0,76.0,7851422.0
429,86.7,95.21,22886.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,68.6,0.005,0.249,1.74,2527.0,2261.0,4.0,3.0,2.0,2.0,3.0,92.0,82.8,2.0,99.8,12.3,3.0,3.0,2.0,22.0,18.0,30.0,20.0,84.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,37.8,29.7,100.0,100.0,1.7,6.6,58.0,7.2,0.9,84.5,76.0,70.0,7797605.0
430,70.2,40.83,47779.0,99.8,99.1,94.3,2.0,2.0,99.99,100.0,71.6,1.142,0.846,1.43,3406.0,3393.0,2.0,3.0,2.0,2.0,3.0,82.4,60.4,2.0,95.7,9.1,3.0,2.0,2.0,35.3,43.1,37.3,14.0,64.5,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,10.3,35.2,100.0,89.1,2.0,7.8,64.0,6.8,0.7,68.6,80.0,69.0,3142188.0
431,74.1,48.4,53633.0,99.8,99.3,98.8,2.0,2.0,100.0,100.0,70.4,1.142,0.632,1.53,3403.0,3298.0,2.0,3.0,2.0,2.0,2.0,94.0,68.0,2.0,95.7,9.2,3.0,3.0,2.0,44.0,78.0,40.0,14.0,64.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,10.3,33.8,100.0,100.0,1.3,7.9,62.0,6.9,0.7,70.4,81.0,69.0,3375597.0
432,76.9,65.09,53079.0,99.88,99.5,98.9,2.0,2.0,100.0,100.0,75.0,1.142,1.012,1.55,3413.0,3249.0,2.0,2.0,2.0,2.0,3.0,100.0,68.0,2.0,95.7,9.2,3.0,0.0,2.0,35.3,58.8,41.2,29.4,80.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,10.3,33.8,100.0,100.0,1.3,7.8,63.0,6.9,0.8,73.8,80.0,73.0,3574638.0
433,79.4,85.0,68283.0,99.88,99.2,99.2,1.0,2.0,100.0,100.0,73.3,1.142,1.012,1.55,3400.0,3251.0,4.0,3.0,2.0,2.0,3.0,98.0,76.8,2.0,96.1,9.2,3.0,2.0,2.0,46.0,56.0,42.0,22.0,73.5,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,10.3,33.8,100.0,100.0,1.2,7.8,64.0,6.9,0.8,74.7,90.0,77.0,3784684.0
434,80.9,108.7,75025.0,99.88,99.8,99.8,2.0,2.0,100.0,100.0,73.3,0.787,1.012,1.55,3380.0,3212.0,4.0,3.0,2.0,2.0,3.0,82.4,76.8,2.0,96.1,9.2,3.0,2.0,2.0,47.1,43.1,37.3,15.7,66.7,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,10.3,33.8,100.0,100.0,1.2,8.0,62.0,6.9,0.8,75.3,91.0,86.0,3967687.0
435,95.8,23.82,65564.0,100.0,98.0,95.0,2.0,2.0,99.9,99.9,100.0,0.103,0.272,1.06,5612.0,9704.0,2.0,1.0,2.0,2.0,3.0,94.0,72.4,2.0,91.3,9.7,3.0,4.0,2.0,32.1,60.0,34.0,28.3,58.3,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.7,34.4,100.0,59.8,2.3,3.2,71.0,7.3,0.6,92.9,94.1,91.7,237774.0
436,95.2,27.41,78417.0,100.0,99.64,99.04,2.0,2.0,100.0,98.5,100.0,0.103,0.309,1.29,5627.0,9646.0,2.0,2.0,1.0,2.0,2.0,94.0,62.0,2.0,93.1,9.7,3.0,2.0,2.0,62.0,68.0,34.0,36.0,61.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.7,41.1,100.0,59.8,1.7,3.2,61.0,7.1,0.7,95.1,94.1,91.7,253718.0
437,94.6,30.99,85922.0,100.0,99.7,99.5,2.0,2.0,100.0,98.5,97.4,0.103,0.506,1.41,5627.0,9743.0,2.0,1.0,2.0,2.0,3.0,73.6,62.0,2.0,93.5,9.7,3.0,4.0,2.0,32.1,77.4,37.7,28.3,58.3,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.8,34.4,100.0,100.0,1.9,3.2,63.0,6.7,0.7,97.4,94.1,91.7,256560.0
438,94.0,52.31,106060.0,100.0,100.0,99.5,2.0,2.0,100.0,100.0,100.0,0.103,0.506,1.41,5308.0,9494.0,4.0,2.0,2.0,2.0,3.0,94.0,74.2,2.0,93.5,9.7,3.0,4.0,2.0,36.0,60.0,46.0,40.0,60.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.8,34.4,100.0,100.0,1.7,3.2,62.0,6.7,0.7,99.7,94.1,91.7,267906.0
439,93.6,85.79,136665.0,100.0,100.0,99.5,2.0,2.0,100.0,98.3,100.0,0.407,0.506,1.41,5409.0,8890.0,4.0,1.0,2.0,2.0,3.0,92.7,74.2,2.0,93.5,9.7,3.0,3.0,2.0,54.5,67.3,47.3,36.4,72.7,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.9,34.4,100.0,100.0,1.6,3.2,62.0,6.8,0.7,99.7,100.0,99.3,284679.0
440,67.7,73.21,45451.0,99.9,99.9,66.1,2.0,2.0,100.0,100.0,58.4,0.831,0.466,0.9,2864.0,3206.0,2.0,3.0,1.0,1.0,2.0,98.0,55.0,2.0,98.8,10.9,2.0,1.0,2.0,26.0,32.0,20.0,16.0,58.3,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,19.8,34.4,99.1,80.2,1.6,6.7,46.0,6.1,0.6,55.8,65.0,62.0,4262132.0
441,72.4,94.25,49238.0,99.99,99.96,75.2,2.0,2.0,100.0,100.0,59.2,0.831,0.46,0.86,2837.0,3170.0,2.0,2.0,1.0,2.0,2.0,98.0,69.0,2.0,98.8,11.0,2.0,2.0,2.0,26.0,46.0,22.0,16.0,58.3,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,19.7,36.0,100.0,80.2,1.6,6.6,48.0,6.3,0.6,59.5,65.0,62.0,4449500.0
442,76.5,108.99,49885.0,99.96,99.96,88.54,2.0,2.0,100.0,100.0,62.8,0.831,0.436,0.82,2841.0,3119.0,2.0,2.0,1.0,2.0,2.0,94.1,69.0,2.0,98.8,11.0,3.0,2.0,2.0,66.7,47.1,33.3,27.5,84.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,19.5,36.0,100.0,78.3,1.6,6.4,48.0,6.4,0.7,63.7,66.0,63.0,4753400.0
443,80.9,134.75,49885.0,99.96,99.96,92.56,2.0,2.0,100.0,100.0,57.1,0.831,0.436,0.82,2835.0,3240.0,4.0,3.0,1.0,2.0,2.0,98.0,74.5,2.0,98.8,11.0,3.0,2.0,2.0,54.0,64.0,34.0,26.0,66.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,19.4,36.0,100.0,78.3,1.6,6.4,47.0,6.5,0.7,70.7,78.0,69.0,5087000.0
444,83.6,159.45,49885.0,99.96,99.96,98.13,2.0,2.0,100.0,100.0,66.2,0.118,0.436,0.82,2850.0,3545.0,4.0,3.0,2.0,2.0,2.0,90.0,74.5,2.0,98.8,11.0,2.0,2.0,2.0,44.0,32.0,20.0,16.0,68.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,19.2,36.0,100.0,78.3,1.5,6.5,44.0,6.6,0.8,73.7,74.0,67.0,5277600.0
445,72.1,32.38,27553.0,89.0,73.0,50.0,2.0,2.0,100.0,100.0,63.6,0.758,0.585,0.67,2578.0,2599.0,2.0,3.0,2.0,2.0,3.0,86.0,57.6,2.0,99.7,11.8,0.0,1.0,2.0,22.0,30.0,24.0,30.0,28.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,148.3,36.8,100.0,80.0,3.1,3.3,29.0,5.1,0.7,70.1,78.0,75.0,26881463.0
446,74.8,37.07,52919.0,90.0,75.0,59.0,2.0,2.0,100.0,100.0,63.6,0.758,0.644,0.74,2569.0,2608.0,2.0,3.0,2.0,2.0,3.0,90.0,71.0,2.0,99.7,11.8,0.0,1.0,2.0,22.0,66.0,40.0,30.0,46.9,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,148.6,37.2,100.0,80.0,3.0,3.2,29.0,5.4,0.7,73.1,76.0,75.0,27522702.0
447,76.3,41.7,68026.0,91.0,77.0,62.0,2.0,2.0,100.0,100.0,63.6,0.758,0.782,0.45,2535.0,2507.0,2.0,3.0,2.0,2.0,3.0,92.0,71.0,2.0,99.7,12.0,3.0,1.0,2.0,40.0,40.0,30.0,30.0,56.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,148.8,37.5,100.0,80.0,3.2,3.2,29.0,5.4,0.8,76.0,78.0,74.0,31103235.0
448,76.6,52.32,64072.0,91.0,78.0,70.0,2.0,2.0,100.0,100.0,63.6,0.758,0.782,0.45,2517.0,2431.0,4.0,3.0,2.0,2.0,3.0,86.0,77.9,2.0,99.7,12.0,3.0,1.0,2.0,36.0,36.0,26.0,10.0,40.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,148.9,37.5,100.0,80.0,3.1,2.9,28.0,5.4,0.8,80.9,77.0,73.0,32062780.0
449,76.9,65.95,62843.0,98.9,87.7,87.7,2.0,2.0,99.72,100.0,73.5,0.316,0.782,0.45,2497.0,2406.0,4.0,3.0,2.0,2.0,3.0,98.0,77.9,2.0,99.7,12.0,3.0,1.0,2.0,30.0,30.0,24.0,18.0,28.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,149.0,37.5,100.0,80.0,3.0,3.1,28.0,5.5,0.8,82.6,78.0,75.0,33028695.0
