,1.1.4) Gender gap in internet access,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG17) Internet access gender gap,BG18) Mobile phone access gender gap,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
152,43.2,5.54,16425.0,99.8,98.71,61.0,2.0,2.0,99.9,99.72,32.5,0.445,0.499,1.27,3386.0,6360.0,2.0,0.0,1.0,2.0,2.0,98.1,29.0,1.0,71.2,7.2,1.0,0.0,0.0,48.1,57.7,46.2,51.9,70.2,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,97.1,31.5,100.0,49.1,2.6,3.4,32.0,4.8,0.5,19.0,21.0,45.0,0.45314109165808447,0.25746652935118436,53901.87435633368
153,22.7,8.21,25750.0,99.8,98.71,89.0,1.0,2.0,99.9,99.9,36.4,0.504,0.499,1.27,3274.0,6585.0,4.0,0.0,1.0,2.0,2.0,94.0,39.4,1.0,71.2,7.3,3.0,0.0,2.0,56.0,56.0,40.0,24.0,52.1,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,98.9,31.5,100.0,49.1,2.4,3.4,35.0,5.0,0.5,10.0,14.0,46.9,0.44489383215369055,0.34378159757330634,66535.5915065723
154,29.4,31.64,26868.0,99.83,99.12,95.1,1.0,2.0,100.0,99.5,47.1,0.518,0.499,1.27,3150.0,6712.0,4.0,1.0,2.0,2.0,0.0,88.0,39.4,2.0,71.2,7.3,3.0,0.0,2.0,66.0,52.0,34.0,36.0,60.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,100.9,31.5,100.0,49.1,2.5,3.1,35.0,5.1,0.6,15.0,16.0,57.3,0.5054509415262636,0.35678889990089196,75311.60555004956
156,15.7,5.61,68039.0,85.01,61.25,15.0,2.0,2.0,98.0,90.08,49.5,7.873,3.415,7.26,2674.0,4189.0,2.0,2.0,1.0,2.0,3.0,98.0,49.0,1.0,88.1,6.9,3.0,0.0,1.0,44.0,46.0,44.0,32.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.4,38.0,96.8,44.9,2.2,6.6,36.0,5.9,0.5,8.0,7.0,29.0,7.96875,6.71875,61766.71875
157,12.5,7.81,134915.0,97.0,86.0,52.0,2.0,2.0,98.0,91.04,59.9,5.056,3.33,7.36,2601.0,3815.0,2.0,2.0,1.0,2.0,3.0,86.3,49.0,1.0,88.5,6.9,3.0,2.0,1.0,39.2,47.1,35.3,21.6,61.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.4,38.6,100.0,40.1,2.3,6.4,33.0,5.9,0.5,7.0,9.0,33.8,8.75,7.65625,70509.84375
158,30.4,10.05,134915.0,97.0,86.0,68.0,2.0,2.0,99.3,91.6,47.5,3.141,3.33,7.36,2597.0,3687.0,3.0,2.0,1.0,2.0,2.0,98.0,37.2,1.0,88.5,6.9,3.0,2.0,1.0,48.0,62.0,36.0,28.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.4,38.6,100.0,40.1,2.2,6.0,35.0,5.9,0.5,17.0,9.0,33.8,8.75,6.09375,76916.40625
159,21.9,13.87,134915.0,97.0,86.0,68.0,2.0,2.0,98.7,92.5,45.3,3.261,3.33,7.36,2605.0,3614.0,3.0,2.0,1.0,2.0,2.0,94.2,37.2,1.0,89.0,6.9,3.0,2.0,1.0,59.6,36.5,34.6,25.0,57.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.5,38.6,100.0,42.8,2.2,6.1,34.0,5.9,0.6,14.0,9.0,33.8,9.846153846153847,7.6923076923076925,75733.07692307692
161,0.0,37.56,121895.0,99.0,99.0,99.0,2.0,2.0,100.0,100.0,56.3,0.85,0.544,1.16,3417.0,4080.0,2.0,3.0,2.0,2.0,2.0,90.0,90.0,2.0,99.8,13.1,3.0,2.0,2.0,20.0,46.0,28.0,20.0,70.8,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.3,30.4,100.0,99.0,1.7,7.9,70.0,7.4,0.8,0.0,0.0,87.2,64.61538461538461,64.61538461538461,318829.23076923075
162,4.6,42.15,122159.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,61.6,0.85,0.576,1.15,3446.0,4034.0,2.0,3.0,2.0,2.0,2.0,90.4,90.0,2.0,99.8,13.0,3.0,2.0,2.0,25.0,38.5,38.5,26.9,53.1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.3,30.4,100.0,100.0,1.7,7.8,71.0,7.4,0.8,4.0,0.0,88.1,66.92307692307692,63.84615384615385,329579.23076923075
163,8.0,54.04,122159.0,100.0,100.0,99.0,2.0,2.0,100.0,100.0,60.8,0.85,0.576,1.15,3485.0,4000.0,4.0,3.0,2.0,2.0,3.0,92.0,90.7,2.0,99.8,13.0,3.0,2.0,2.0,38.0,64.0,40.0,22.0,60.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.3,30.4,100.0,100.0,1.7,8.0,73.0,7.5,0.8,7.0,1.0,89.4,67.6923076923077,62.30769230769231,339363.8461538461
164,5.6,64.2,122159.0,100.0,100.0,99.0,2.0,0.0,100.0,100.0,78.2,0.127,0.576,1.15,3494.0,3868.0,4.0,3.0,2.0,2.0,3.0,84.0,90.7,2.0,99.8,13.0,3.0,2.0,2.0,34.0,32.0,36.0,20.0,58.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.3,30.4,100.0,100.0,1.7,7.9,74.0,7.4,0.9,5.0,0.0,89.5,69.23076923076923,65.38461538461539,345492.3076923077
166,44.4,10.75,2195.0,97.0,85.0,10.0,0.0,0.0,85.2,29.22,31.3,9.65,14.67,22.23,10000.0,10000.0,2.0,1.0,1.0,1.0,2.0,96.0,16.0,1.0,49.0,2.7,2.0,2.0,0.0,50.0,54.0,54.0,44.0,59.5,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,106.4,35.0,44.3,5.4,2.5,3.6,34.0,4.3,0.3,4.0,17.0,15.4,0.08458646616541353,0.046992481203007516,5253.7593984962405
167,36.4,10.01,1383.0,97.0,85.0,7.0,0.0,0.0,70.97,38.18,6.3,5.77,12.177,18.45,10000.0,10000.0,2.0,1.0,1.0,1.0,2.0,78.0,16.0,1.0,51.8,2.8,3.0,2.0,0.0,50.0,50.0,38.0,28.0,71.1,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,109.2,35.0,44.98,7.3,2.5,3.4,35.0,4.3,0.3,4.0,21.0,18.6,0.10073260073260074,0.0641025641025641,576.4652014652014
168,33.3,12.64,1383.0,97.0,85.0,7.0,0.0,0.0,96.0,31.6,3.2,5.282,12.177,18.45,10000.0,10000.0,4.0,1.0,1.0,1.0,3.0,86.0,31.1,1.0,51.8,2.8,3.0,2.0,0.0,68.0,58.0,46.0,26.0,42.6,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,112.1,35.0,44.98,7.3,2.5,3.4,34.0,4.3,0.3,5.0,20.0,18.6,0.13380909901873328,0.08920606601248886,561.5521855486173
169,45.0,10.79,1383.0,97.0,85.0,7.0,0.0,0.0,96.0,33.5,16.3,3.21,12.177,18.45,10000.0,10000.0,4.0,1.0,1.0,1.0,1.0,94.0,31.1,1.0,51.8,2.8,3.0,0.0,0.0,58.0,52.0,36.0,28.0,60.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,115.0,35.0,44.98,7.3,2.5,3.4,37.0,4.3,0.3,9.0,25.0,18.6,0.17391304347826086,0.09565217391304348,547.3913043478261
172,4.3,46.69,84012.0,99.99,99.9,99.9,2.0,2.0,100.0,100.0,72.3,0.487,0.622,0.87,3336.0,2752.0,2.0,3.0,2.0,2.0,3.0,94.1,93.0,2.0,100.0,11.2,3.0,1.0,2.0,68.6,52.9,25.5,5.9,65.3,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,5.5,27.4,100.0,100.0,1.5,9.0,85.0,8.1,0.9,4.0,0.0,87.5,16.727272727272727,16.0,310909.0909090909
173,0.0,61.84,84012.0,99.99,99.9,99.9,2.0,2.0,100.0,100.0,76.5,0.487,0.622,0.87,3403.0,2796.0,4.0,3.0,2.0,2.0,3.0,94.1,94.4,2.0,100.0,12.4,3.0,1.0,2.0,68.6,52.9,25.5,5.9,65.3,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,5.5,27.4,100.0,100.0,1.4,9.1,85.0,8.0,0.9,0.0,0.0,88.9,16.90909090909091,16.90909090909091,315818.1818181818
174,1.0,89.38,84012.0,99.99,99.9,99.9,2.0,0.0,100.0,100.0,81.1,0.582,0.622,0.87,3437.0,2757.0,4.0,2.0,2.0,2.0,3.0,88.2,94.4,2.0,100.0,12.4,3.0,2.0,2.0,51.0,47.1,35.3,11.8,60.8,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,5.5,27.4,100.0,100.0,1.4,9.3,86.0,8.0,0.9,1.0,0.0,89.6,17.454545454545453,17.272727272727273,326727.2727272727
176,6.8,57.78,52671.0,99.0,99.0,90.0,2.0,2.0,100.0,100.0,71.5,0.372,0.339,0.71,2677.0,2703.0,2.0,3.0,2.0,2.0,3.0,84.0,90.0,2.0,100.0,11.4,3.0,0.0,2.0,22.0,56.0,36.0,26.0,55.1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,64.8,31.6,100.0,90.5,1.8,7.9,69.0,7.8,0.8,6.0,10.0,79.3,1.3580246913580247,1.2654320987654322,427160.4938271605
177,6.7,74.83,54598.0,99.0,99.0,98.0,2.0,2.0,100.0,100.0,82.3,0.372,0.352,0.88,2654.0,2687.0,2.0,3.0,2.0,2.0,3.0,86.0,90.0,2.0,100.0,11.4,1.0,2.0,2.0,62.0,60.0,46.0,34.0,73.3,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,65.0,31.6,100.0,100.0,1.9,7.8,70.0,7.8,0.9,6.0,9.0,80.5,1.3692307692307693,1.2769230769230768,438153.8461538461
178,4.3,108.22,54598.0,99.0,99.0,99.0,2.0,2.0,100.0,100.0,88.9,0.372,0.352,0.88,2650.0,2674.0,4.0,3.0,2.0,2.0,3.0,80.0,90.4,2.0,100.0,11.4,1.0,2.0,2.0,24.0,36.0,16.0,8.0,46.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,65.1,31.6,100.0,98.6,1.9,7.8,72.0,7.8,0.9,4.0,4.0,82.0,1.4285714285714286,1.3671274961597544,447004.6082949309
179,4.3,139.41,54598.0,99.0,99.0,99.0,2.0,2.0,100.0,100.0,84.5,0.18,0.352,0.88,2637.0,2676.0,4.0,3.0,2.0,2.0,3.0,78.4,90.4,2.0,100.0,11.4,2.0,2.0,2.0,62.7,31.4,19.6,17.6,43.1,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,65.3,31.6,100.0,98.6,1.9,8.1,69.0,7.8,0.9,4.0,-1.0,83.3,1.439509954058193,1.3782542113323124,455742.7258805513
183,15.5,23.66,11838.0,99.0,97.0,97.0,1.0,0.0,98.5,34.7,41.6,1.209,1.267,4.43,5039.0,4557.0,3.0,0.0,1.0,1.0,1.0,90.0,38.3,0.0,84.7,8.3,0.0,1.0,2.0,66.0,50.0,36.0,42.0,66.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.2,38.0,93.04,48.1,2.1,3.6,31.0,5.2,0.4,9.0,4.0,50.3,26.36363636363636,22.27272727272727,13226.81818181818
184,5.5,21.69,11838.0,99.0,97.0,97.0,1.0,0.0,98.5,38.5,41.6,1.668,1.267,4.43,5019.0,4649.0,3.0,0.0,1.0,1.0,1.0,64.0,38.3,0.0,84.7,8.3,0.0,2.0,2.0,52.0,46.0,36.0,26.0,34.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.2,38.0,93.04,48.1,2.1,3.6,31.0,5.2,0.5,3.0,2.0,50.3,24.999999999999996,23.636363636363633,13226.81818181818
186,2.2,45.02,50594.0,99.0,95.7,96.2,2.0,2.0,100.0,100.0,71.3,0.507,0.299,1.05,3364.0,2379.0,2.0,2.0,2.0,2.0,3.0,84.0,93.5,2.0,100.0,14.1,2.0,3.0,2.0,52.0,36.0,22.0,20.0,50.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,82.8,31.9,100.0,100.0,1.5,8.6,81.0,8.2,0.8,2.0,6.0,84.2,1.0748792270531402,1.0507246376811594,384805.55555555556
187,-3.5,54.68,53757.0,99.0,95.7,96.2,2.0,2.0,100.0,100.0,68.0,0.507,0.464,1.08,3352.0,2363.0,2.0,2.0,2.0,2.0,3.0,82.0,93.5,2.0,100.0,14.1,2.0,2.0,2.0,48.0,26.0,18.0,14.0,46.9,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,82.8,31.9,100.0,94.4,1.5,8.6,81.0,8.2,0.9,-3.0,-4.0,84.4,1.038647342995169,1.0748792270531402,401489.1304347826
188,1.1,72.35,53757.0,99.0,95.7,98.2,2.0,2.0,100.0,100.0,63.0,0.507,0.464,1.08,3363.0,2338.0,4.0,2.0,2.0,2.0,2.0,92.0,92.9,2.0,100.0,14.1,2.0,3.0,2.0,66.0,46.0,22.0,20.0,60.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,82.8,31.9,100.0,94.4,1.5,8.7,80.0,8.1,0.9,1.0,3.0,87.0,1.0628019323671498,1.0507246376811594,412740.33816425124
189,7.8,91.71,53757.0,99.0,95.7,98.6,2.0,2.0,100.0,100.0,74.0,0.305,0.464,1.08,3372.0,2737.0,4.0,1.0,2.0,2.0,2.0,67.3,92.9,2.0,100.0,14.1,3.0,3.0,2.0,63.5,42.3,21.2,21.2,50.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,82.8,31.9,100.0,94.4,1.5,8.7,80.0,8.1,0.9,7.0,3.0,88.1,1.0869565217391304,1.002415458937198,423569.31159420294
191,56.2,12.24,9522.0,96.79,80.0,34.86,2.0,1.0,95.4,70.52,41.3,3.56,3.63,15.43,2939.0,3889.0,2.0,1.0,1.0,2.0,2.0,66.0,35.0,1.0,71.5,7.1,3.0,1.0,2.0,52.0,52.0,32.0,22.0,57.2,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,29.1,43.5,79.0,49.3,1.8,6.8,43.0,5.3,0.4,18.0,13.0,34.7,1.099656357388316,0.4810996563573883,2975.8075601374567
192,40.0,19.27,18647.0,96.79,80.0,34.86,2.0,1.0,96.83,68.78,42.5,3.298,2.919,14.59,3526.0,3660.0,2.0,2.0,1.0,2.0,2.0,79.6,35.0,1.0,71.5,7.1,3.0,1.0,2.0,40.7,61.1,42.6,18.5,59.6,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,29.8,43.5,82.39,33.6,1.8,6.7,40.0,5.3,0.5,14.0,12.0,37.9,1.174496644295302,0.7046979865771812,1906.3758389261745
193,18.0,22.87,18647.0,96.79,80.0,34.86,0.0,1.0,93.0,73.2,42.8,2.027,2.919,14.59,3776.0,3455.0,3.0,2.0,1.0,2.0,1.0,86.0,42.8,1.0,79.0,7.2,3.0,0.0,2.0,58.0,48.0,50.0,44.0,53.1,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,30.4,43.5,82.39,19.9,1.8,6.6,41.0,5.3,0.5,9.0,12.0,37.9,1.6447368421052633,1.348684210526316,2050.0
194,23.9,37.79,18647.0,96.98,95.82,67.65,2.0,1.0,93.0,74.5,38.7,0.857,2.919,14.59,4175.0,4750.0,3.0,1.0,1.0,2.0,1.0,79.2,42.8,2.0,79.0,7.2,3.0,2.0,2.0,47.2,45.3,39.6,30.2,52.8,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,31.1,43.5,82.39,19.9,1.8,6.6,41.0,5.3,0.6,11.0,5.0,37.9,1.4790996784565915,1.12540192926045,1847.749196141479
196,11.6,12.77,71965.0,99.9,99.4,93.0,1.0,2.0,100.0,100.0,66.9,2.199,1.055,1.24,3698.0,2811.0,2.0,3.0,2.0,2.0,3.0,98.0,80.0,2.0,97.7,10.3,3.0,0.0,2.0,32.0,36.0,26.0,16.0,71.7,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,10.6,34.4,100.0,93.9,2.0,7.2,44.0,5.6,0.7,8.0,10.0,69.1,6.5094339622641515,5.754716981132075,341040.4716981132
197,8.8,16.58,90226.0,99.9,99.6,98.0,2.0,2.0,100.0,100.0,68.9,2.199,0.95,1.37,3660.0,2892.0,2.0,3.0,2.0,2.0,3.0,96.0,80.0,2.0,97.7,10.5,3.0,3.0,2.0,36.0,28.0,30.0,26.0,70.2,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,10.5,34.4,100.0,72.0,2.0,7.3,48.0,5.8,0.8,6.0,8.0,69.9,6.476190476190476,5.904761904761905,359835.04761904763
198,8.3,22.6,116435.0,99.9,99.7,98.8,2.0,2.0,100.0,100.0,70.8,2.199,0.95,1.37,3617.0,3244.0,4.0,3.0,1.0,2.0,2.0,94.0,77.6,2.0,97.7,10.5,3.0,3.0,2.0,34.0,34.0,28.0,28.0,64.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,10.5,34.4,100.0,72.0,1.9,7.3,45.0,5.9,0.8,6.0,3.0,72.2,6.857142857142857,6.285714285714286,377320.38095238095
199,9.2,27.57,140793.0,99.9,99.7,98.8,2.0,2.0,100.0,100.0,70.7,0.668,0.95,1.37,3640.0,3317.0,4.0,3.0,2.0,2.0,3.0,94.0,77.6,2.0,97.9,10.5,3.0,3.0,2.0,28.0,26.0,8.0,10.0,54.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,10.4,34.4,100.0,72.0,1.9,7.4,48.0,6.1,0.8,7.0,4.0,75.7,7.3076923076923075,6.634615384615384,395972.4038461538
201,39.1,12.66,21493.0,100.0,95.0,40.35,1.0,2.0,99.57,83.71,49.6,3.93,8.119,6.08,3826.0,4856.0,1.0,2.0,2.0,2.0,1.0,88.0,21.4,2.0,79.1,6.4,3.0,2.0,1.0,44.0,46.0,38.0,28.0,66.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,16.9,48.3,93.3,0.0,2.2,5.9,28.0,5.4,0.5,18.0,12.0,34.5,2.7218934911242605,1.656804733727811,29940.828402366868
202,14.3,10.69,18591.0,100.0,95.0,40.35,2.0,2.0,99.59,84.2,51.0,3.726,7.946,5.95,3900.0,4697.0,2.0,1.0,2.0,2.0,1.0,96.1,49.1,2.0,79.1,6.5,3.0,2.0,1.0,56.9,43.1,39.2,35.3,46.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,17.2,48.3,94.7,44.0,2.2,5.9,28.0,5.4,0.5,6.0,10.0,40.7,2.441860465116279,2.0930232558139537,30872.093023255817
203,22.2,10.0,18591.0,100.0,95.0,40.35,2.0,1.0,91.9,93.8,50.2,3.513,7.946,5.95,5012.0,4617.0,4.0,2.0,2.0,2.0,1.0,96.0,37.5,2.0,79.1,6.5,3.0,2.0,0.0,60.0,38.0,32.0,22.0,52.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,17.6,48.3,94.7,44.0,2.3,5.6,27.0,5.4,0.5,10.0,10.0,40.7,2.5568181818181817,1.9886363636363635,30170.454545454544
204,29.2,13.41,18591.0,100.0,95.0,40.35,2.0,0.0,99.6,84.8,50.6,3.365,7.946,5.95,5002.0,4590.0,4.0,2.0,2.0,2.0,1.0,88.0,37.5,2.0,79.1,6.5,3.0,3.0,0.0,36.0,42.0,26.0,26.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,17.9,48.3,94.7,44.0,2.3,5.3,26.0,5.4,0.5,14.0,14.0,40.7,2.681564245810056,1.8994413407821231,29664.804469273746
207,34.8,5.31,8771.0,99.1,39.1,10.3,0.0,0.0,46.15,0.99,29.1,6.949,11.692,11.69,4358.0,5710.0,2.0,0.0,0.0,1.0,1.0,82.0,7.0,0.0,30.5,2.6,0.0,3.0,2.0,42.0,52.0,42.0,36.0,55.6,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,12.4,33.7,44.0,1.7,2.1,3.1,27.0,4.0,0.2,8.0,12.0,11.4,1.8548387096774193,1.2096774193548387,90.88709677419355
208,43.8,7.28,5710.0,79.0,31.0,18.5,0.0,0.0,53.1,12.2,31.9,5.272,11.692,11.69,4435.0,5526.0,3.0,0.0,0.0,1.0,1.0,82.0,14.3,0.0,30.5,2.7,0.0,3.0,2.0,42.0,52.0,42.0,36.0,55.6,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,12.8,33.7,44.0,1.7,2.1,3.1,28.0,4.0,0.2,14.0,9.0,21.8,2.5,1.40625,94.765625
209,44.8,10.24,5710.0,87.0,40.0,29.0,0.0,0.0,83.9,23.7,33.3,5.356,11.692,11.69,4377.0,5497.0,3.0,0.0,0.0,1.0,1.0,92.0,14.3,0.0,30.5,2.7,0.0,3.0,2.0,40.0,46.0,20.0,12.0,58.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,13.1,33.7,44.0,1.7,2.1,3.1,29.0,4.0,0.3,13.0,21.0,21.8,2.213740458015267,1.2213740458015268,95.41984732824427
213,20.4,10.03,48222.0,90.74,78.36,67.46,1.0,0.0,85.7,69.7,33.9,9.662,4.661,14.4,5368.0,3213.0,3.0,3.0,2.0,1.0,1.0,96.0,42.4,1.0,87.2,6.6,1.0,2.0,0.0,64.0,34.0,38.0,22.0,56.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,9.8,52.1,91.89,35.5,2.4,5.6,29.0,5.1,0.4,10.0,3.0,32.1,5.0,3.9795918367346936,36210.30612244898
214,13.2,14.94,48222.0,88.21,74.78,67.85,1.0,0.0,90.6,68.2,27.1,9.123,4.661,14.4,5486.0,3115.0,3.0,2.0,2.0,2.0,1.0,96.0,42.4,2.0,87.2,6.6,1.0,0.0,0.0,62.0,30.0,36.0,32.0,44.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,9.9,52.1,91.89,35.5,2.3,5.4,26.0,5.1,0.4,7.0,5.0,32.1,5.353535353535353,4.646464646464646,39432.0202020202
218,10.5,145.6,10767262.0,100.0,99.0,99.0,2.0,2.0,100.0,100.0,71.7,0.577,0.657,0.46,2799.0,3768.0,4.0,2.0,2.0,2.0,3.0,92.0,90.5,2.0,96.0,12.0,3.0,0.0,2.0,62.0,50.0,28.0,26.0,46.9,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,7.4,53.9,100.0,95.3,2.0,6.1,76.0,8.2,0.6,9.0,2.2,90.5,11.621621621621621,10.405405405405405,366848.5135135135
219,0.0,177.3,14385291.0,100.0,99.0,99.0,2.0,2.0,100.0,100.0,84.6,0.151,0.657,0.46,2769.0,3834.0,4.0,2.0,2.0,2.0,3.0,80.0,90.5,2.0,96.0,12.0,3.0,0.0,2.0,54.0,38.0,28.0,26.0,48.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,7.5,53.9,100.0,95.6,2.0,6.0,76.0,8.2,0.7,0.0,0.0,91.7,11.466666666666667,11.466666666666667,371711.3333333333
221,4.0,64.54,54980.0,99.0,99.0,98.0,2.0,2.0,100.0,100.0,49.7,1.562,0.879,1.86,3558.0,2452.0,2.0,3.0,1.0,1.0,2.0,92.0,79.0,1.0,99.4,11.8,3.0,1.0,2.0,46.0,42.0,26.0,20.0,75.5,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,9.7,30.6,100.0,99.0,1.5,6.7,48.0,6.7,0.7,3.0,3.0,79.3,7.731958762886599,7.422680412371134,290157.0103092784
222,8.0,93.95,60929.0,99.0,99.0,99.0,2.0,2.0,100.0,100.0,66.8,1.562,1.499,1.99,3557.0,2455.0,2.0,3.0,1.0,2.0,2.0,90.6,79.0,1.0,99.4,11.9,3.0,0.0,2.0,32.1,22.6,32.1,9.4,43.4,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,9.7,30.6,100.0,98.7,1.5,6.6,45.0,6.8,0.7,6.0,4.0,76.8,7.731958762886599,7.113402061855671,304802.57731958764
223,1.3,116.16,60929.0,99.2,99.2,99.2,2.0,2.0,100.0,100.0,68.9,1.562,1.499,1.99,3518.0,2782.0,4.0,3.0,1.0,2.0,2.0,96.0,78.9,1.0,99.4,11.9,3.0,0.0,2.0,42.0,28.0,36.0,26.0,40.8,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,9.7,30.6,100.0,98.7,1.5,6.6,46.0,6.8,0.7,1.0,2.0,76.1,8.041237113402062,7.938144329896907,317479.27835051547
224,2.6,134.5,60929.0,99.2,99.2,99.2,2.0,0.0,100.0,100.0,70.3,0.311,1.499,1.99,3461.0,2806.0,4.0,3.0,1.0,2.0,2.0,76.0,78.9,1.0,99.4,11.9,3.0,0.0,2.0,40.0,26.0,20.0,20.0,48.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,9.7,30.6,100.0,98.7,1.6,6.6,44.0,6.9,0.8,2.0,1.0,80.4,7.835051546391753,7.628865979381444,328833.9175257732
226,25.0,14.14,20986.0,96.0,79.67,73.5,2.0,2.0,97.3,74.36,24.0,1.53,3.056,4.58,1116.0,3128.0,2.0,1.0,2.0,2.0,2.0,100.0,44.0,2.0,72.1,6.4,2.0,1.0,2.0,64.0,82.0,46.0,40.0,76.6,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1338.7,37.8,92.6,38.0,2.5,7.8,40.0,5.2,0.5,6.0,6.0,22.0,0.017927840442220063,0.013445880331665048,13933.900052289535
227,60.0,21.71,22775.0,97.0,88.0,88.0,2.0,2.0,98.0,82.14,58.7,0.48,4.018,4.46,1362.0,2904.0,2.0,1.0,2.0,2.0,2.0,83.9,44.0,2.0,72.1,6.5,2.0,3.0,2.0,71.4,73.2,32.1,30.4,64.8,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1352.6,37.8,95.24,24.4,2.5,7.2,40.0,5.3,0.6,12.0,19.0,32.0,0.014786337424220022,0.005914534969688009,13201.259795948545
